1000.,1.4790795136393657e-35
1122.018454301963,1.660982979276105e-35
1258.9254117941675,1.8654516921274863e-35
1412.537544622754,2.0953351756974117e-35
1584.893192461114,2.3538548745654247e-35
1778.2794100389228,2.644656667720776e-35
1995.2623149688789,2.971870677125561e-35
2238.72113856834,3.340180363912552e-35
2511.88643150958,3.7549033796834745e-35
2818.382931264455,4.222083414010643e-35
3162.2776601683795,4.748601365135236e-35
3548.133892335753,5.342301847916625e-35
3981.0717055349733,6.012142765495726e-35
4466.835921509631,6.768372109553303e-35
5011.872336272725,7.622736231157167e-35
5623.413251903491,8.588726400787836e-35
6309.57344480193,9.681873461818978e-35
7079.457843841381,1.0920096403836306e-34
7943.282347242814,1.2324124968174633e-34
8912.509381337459,1.3918001163861125e-34
10000.,1.5729683168165857e-34
11220.18454301963,1.7791788866709142e-34
12589.254117941662,2.014247389333435e-34
14125.375446227554,2.282651566995322e-34
15848.93192461114,2.589663634614774e-34
17782.794100389227,2.9415100405726603e-34
19952.62314968879,3.345569526868234e-34
22387.21138568338,3.80314367635784e-34
25118.864315095823,4.28897524419261e-34
28183.82931264455,4.7946800234378125e-34
31622.776601683792,5.298873661060935e-34
35481.33892335753,5.751593864686047e-34
39810.71705534969,6.133343093107322e-34
44668.359215096345,6.433561962180146e-34
50118.72336272725,6.651062622262211e-34
56234.13251903491,6.7954729040739056e-34
63095.7344480193,6.885397152233025e-34
70794.57843841374,6.942198474220616e-34
79432.82347242821,6.984204969882589e-34
89125.0938133746,7.0246869808085104e-34
100000.,7.072135824871642e-34
112201.84543019652,7.131457412504328e-34
125892.54117941661,7.205059302989546e-34
141253.75446227554,7.2936726200024956e-34
158489.3192461114,7.396951015731136e-34
177827.94100389228,7.513858915428219e-34
199526.2314968883,7.642903339079931e-34
223872.11385683378,7.782410566253208e-34
251188.6431509582,7.930605705782064e-34
281838.2931264455,8.085653156477013e-34
316227.7660168379,8.245789312956751e-34
354813.389233576,8.409335038396872e-34
398107.1705534969,8.574701028283062e-34
446683.5921509635,8.740386693263336e-34
501187.2336272725,8.904972312883945e-34
562341.3251903491,9.067108704433858e-34
630957.3444801943,9.225514569199184e-34
707945.7843841374,9.378909738072456e-34
794328.2347242822,9.52607681706546e-34
891250.9381337459,9.665810311086349e-34
1.e6,9.796848648046233e-34
1.1220184543019652e6,9.917965240121622e-34
1.258925411794166e6,1.0027890975456536e-33
1.4125375446227554e6,1.0125303261836805e-33
1.5848931924611141e6,1.0208917757806054e-33
1.778279410038923e6,1.027734575689877e-33
1.9952623149688828e6,1.0329197157365456e-33
2.238721138568338e6,1.0363057460492987e-33
2.5118864315095823e6,1.0377505824383696e-33
2.818382931264455e6,1.0371124383270472e-33
3.1622776601683795e6,1.0342517203205531e-33
3.5481338923357604e6,1.029033283862374e-33
3.9810717055349695e6,1.021328610734286e-33
4.466835921509635e6,1.0110191843795917e-33
5.011872336272725e6,9.979993143709986e-34
5.623413251903491e6,9.821801572626235e-34
6.309573444801942e6,9.634936107700953e-34
7.079457843841373e6,9.418966538376107e-34
7.943282347242822e6,9.173758890474273e-34
8.912509381337458e6,8.899521744295302e-34
1.e7,8.596851584463476e-34
1.122018454301963e7,8.26677531386878e-34
1.2589254117941687e7,7.910787180077004e-34
1.4125375446227554e7,7.5308775483124805e-34
1.5848931924611142e7,7.129548296771708e-34
1.7782794100389227e7,6.70981448572172e-34
1.9952623149688788e7,6.275185665579092e-34
2.2387211385683425e7,5.829625213465671e-34
2.5118864315095823e7,5.377485761581162e-34
2.818382931264455e7,4.923418027893734e-34
3.162277660168379e7,4.472256594762223e-34
3.548133892335753e7,4.028882841434819e-34
3.9810717055349775e7,3.598072048810425e-34
4.466835921509635e7,3.184331952438936e-34
5.011872336272725e7,2.7917426112346598e-34
5.623413251903491e7,2.4238083350298176e-34
6.309573444801943e7,2.0833341292404493e-34
7.079457843841387e7,1.7723347004823817e-34
7.943282347242822e7,1.4919876936876945e-34
8.91250938133746e7,1.2426317398705716e-34
1.e8,1.0238116436368412e-34
1.1220184543019652e8,8.343655905501837e-35
1.2589254117941713e8,6.725452655753536e-35
1.4125375446227553e8,5.361573167128497e-35
1.584893192461111e8,4.2271305485241364e-35
1.7782794100389227e8,3.2957346953769834e-35
1.9952623149688828e8,2.5407908007395197e-35
2.2387211385683468e8,1.9365689554940438e-35
2.511886431509582e8,1.4590071348165068e-35
2.8183829312644494e8,1.0862471582745447e-35
3.1622776601683795e8,7.98925250116228e-36
3.5481338923357606e8,5.8026229548503e-36
3.9810717055349857e8,4.160027448698875e-36
4.466835921509635e8,2.942506803471595e-36
5.011872336272715e8,2.0524450843369545e-36
5.623413251903491e8,1.4110214137565225e-36
6.309573444801943e8,9.555956858862455e-37
7.079457843841403e8,6.371795174402045e-37
7.943282347242821e8,4.180850622929766e-37
8.912509381337441e8,2.6980583703180347e-37
1.e9,1.711556210269322e-37
1.1220184543019652e9,1.066726304698605e-37
1.2589254117941713e9,6.528355995991709e-38
1.4125375446227555e9,3.9210813999996096e-38
1.5848931924611108e9,2.3100043822148213e-38
1.7782794100389228e9,1.3340283230989447e-38
1.9952623149688828e9,7.547174314210801e-39
2.238721138568347e9,4.179917304761995e-39
2.511886431509582e9,2.2645492744172557e-39
2.818382931264449e9,1.199108092461493e-39
3.1622776601683793e9,6.1999825957537014e-40
3.5481338923357606e9,3.127020903109244e-40
3.9810717055349855e9,1.5367077869641349e-40
4.466835921509635e9,7.349251968061783e-41
5.011872336272715e9,3.4160286787528195e-41
5.623413251903491e9,1.5410831875995686e-41
6.309573444801943e9,6.737922635557158e-42
7.079457843841402e9,2.850775847086911e-42
7.943282347242822e9,1.1653441846320921e-42
8.91250938133744e9,4.5950986474337386e-43
1.e10,1.744827204241702e-43
1.1220184543019653e10,6.369065872440276e-44
1.2589254117941713e10,2.2308901619328863e-44
1.4125375446227554e10,7.48402477729106e-45
1.5848931924611109e10,2.3997824707221803e-45
1.778279410038923e10,7.339191564075037e-46
1.9952623149688828e10,2.1357057261112857e-46
2.2387211385683468e10,5.898311891113237e-47
2.511886431509582e10,1.541550997244533e-47
2.8183829312644493e10,3.8004721884385577e-48
3.1622776601683792e10,8.806513548682433e-49
3.5481338923357605e10,1.9103125312221e-49
3.981071705534985e10,3.861672800246667e-50
4.466835921509635e10,7.238077423342773e-51
5.011872336272715e10,1.250846662485536e-51
5.6234132519034904e10,1.980638213506154e-52
6.3095734448019424e10,2.853800364648673e-53
7.079457843841402e10,3.713164926989642e-54
7.943282347242822e10,4.326259828240633e-55
8.91250938133744e10,4.472036464121061e-56
1.e11,4.0597091012645824e-57
