4.99E+06,2.33E-09
3.09E+07,3.84E-09
9.82E+07,4.78E-09
3.11E+08,6.62E-09
9.63E+08,1.05E-08
2.67E+09,1.72E-08
9.22E+09,3.37E-08
3.15E+10,7.16E-08
9.88E+10,2.11E-07
